"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"4798",179.042219166053,-0.968329799671206,0.513064827623835,-1.88734395252905,0.0591140783414585,0.351495816003834
"4799",468.713729008881,-0.22839512154502,0.413681665651961,-0.552103562977754,0.580877400959621,0.768016387463724
"48",210.865040669733,-0.253720168152563,0.432071545150515,-0.587217952675356,0.557057336648019,0.753719074087375
"480",3.61157280753505,2.06908806266318,1.27871088765734,1.61810467294436,0.105640041630896,NA
"4800",174.739871285936,-0.0742124792278238,0.487320363136659,-0.15228684217124,0.878960702305254,0.941360458485479
"4801",183.196953463906,0.590308853794048,0.489116550874708,1.20688791401226,0.227475312776705,0.522782119423572
"4802",277.269944686917,-0.847438451522104,0.536280205342026,-1.58021579592263,0.114057455561847,0.425534971636384
"4803",42.9030605094179,-1.05798094770206,0.832923838556905,-1.27020130620235,0.204012932500648,NA
"4804",30.4017766016049,1.30892056737007,0.980514244923659,1.33493273978083,0.181898361141613,NA
"4807",1.8602898180838,0.438419693238564,1.55962848885968,0.281105209586877,0.778629705543867,NA
"4808",13.9852766909861,0.830481235280774,1.04908124330723,0.791627188627148,0.428578088815542,NA
"4809",4752.66107780809,-0.718244136554334,0.442415173235422,-1.62346180693069,0.104490721513334,0.416941447047675
"481",16611.3100125063,0.635628902313915,0.694467725459223,0.915274935049862,0.360047314141051,0.617916572065354
"4810",18.9323003610827,0.485449525654127,0.62385570851201,0.778143918586556,0.436484173952441,NA
"4811",85.182970102187,0.554567061517293,0.552135615398053,1.00440371179006,0.315184061643165,0.587385971054778
"4814",133.218774492732,-1.24084275292316,0.638513221405862,-1.94333133805922,0.0519761374316746,0.333588977679209
"4815",8.67254924621299,0.417160529187414,0.998847900831357,0.417641693835672,0.676209108013114,NA
"4817",561.371510941628,-0.8869109350659,0.476240135239701,-1.86231875358321,0.0625581735969777,0.359336660887031
"4818",7.72730928087559,-0.142660416173243,0.884366345111852,-0.161313710049878,0.871846325617522,NA
"482",153.33305548304,1.6082821313776,0.770547671666493,2.08719355143765,0.0368706421643595,0.288783233239414
"4820",389.186528918652,0.317548528279698,0.416247839718726,0.762883306479806,0.44553299273594,0.679883346915044
"4821",201.516552885732,1.07556667730199,0.675577479518453,1.59207005844637,0.111368963836154,0.421777183629229
"4824",174.196994562019,0.380749688760901,0.476017749734071,0.799864477687247,0.423789320761586,0.664422018292011
"4825",5.31532451012692,-2.36505373152058,1.09034063713526,-2.16909619890393,0.0300753812244587,NA
"4826",8.43922379037356,-0.271856185560607,0.887503104918739,-0.306315757155012,0.759364243003441,NA
"4828",52.8616073359198,0.469952364613239,0.667680332008342,0.703858331725379,0.481521002876655,NA
"4829",1.63681780697805,0.231982208222428,1.71208416294802,0.135496965185976,0.892218963561711,NA
"483",107.023647319543,0.69964126272593,0.481319015467767,1.45359156867299,0.146059575854326,0.454098973352193
"4830",712.984587667566,-0.370372618079965,0.445039249683575,-0.832224614667812,0.405282172589824,0.651495146036071
"4831",79.8566779379032,-0.797609995176789,0.496980411432367,-1.604912340263,0.108513097418173,0.419930878885811
"4832",605.38439977466,-0.66189644170272,0.537852087829696,-1.23062912030994,0.218461608785597,0.516189545817013
"4833",235.86732649009,-0.42462434304708,0.533128006767883,-0.796477276857744,0.425754677874164,0.665588428720288
"4835",273.9478081286,-0.773955354296327,0.502534448985631,-1.54010407815536,0.123534985878215,0.4338651057541
"4836",841.783561805143,-1.01400786176075,0.472496942297422,-2.14606227255215,0.0318680107590978,0.27507052906142
"4837",804.414060035758,0.373827423085803,0.6563692940477,0.569538256094345,0.568990916468076,0.760794100555181
"4838",1.13987985625488,-0.434760503182106,2.00273264319142,-0.217083645518106,0.828143159056926,NA
"4839",445.049980220375,-1.3807015262575,0.561428722986172,-2.45926414116063,0.0139222143486421,0.200185931640293
"4841",4949.66002911705,-0.775538023556738,0.470714311838715,-1.64757689335451,0.0994395252700493,0.414349352386771
"4842",1.43704214494101,-1.94270378086613,2.10433505638214,-0.923191283143905,0.355907530655014,NA
"4843",0.565324548596592,0.955010402437408,2.89097990346762,0.330341418593713,0.741142000304646,NA
"4846",8.2685579100697,-0.0686379050627142,0.87705002570755,-0.078259965852394,0.937621262374134,NA
"4848",626.738743457387,0.17089261887986,0.393167614868354,0.434655888270656,0.663812221636352,0.824117247634229
"4849",12.3821146415899,-1.66246612835892,0.886819380497193,-1.87463892300917,0.0608424146314354,NA
"4850",337.918857481175,0.172548450638157,0.407108697570289,0.423838772465346,0.67168339946184,0.829192831017055
"4851",12.562839984091,-0.654265106819001,0.869472150144313,-0.752485409349118,0.451759201000811,NA
"4852",921.679204856979,-0.488805970015892,0.578688715538606,-0.844678592982314,0.398290314813776,0.64568396200782
"4853",115.604827977546,-0.687822433241572,0.532855535900407,-1.29082347259338,0.196764896552876,0.496029568512701
"4854",184.649271591914,0.354260665072223,0.581769643218805,0.608936319042321,0.54256664957158,0.743144198152293
"4855",0,NA,NA,NA,NA,NA
"4856",34.0043390199854,0.254401078587695,0.63718771217852,0.399256096320356,0.689704513281041,NA
"4857",128.915559476208,0.475785942359688,0.572675263649437,0.830812805371912,0.406079387497766,0.652012210575821
"4858",1.06676244182976,-2.34832701758694,2.35173756564927,-0.998549775233364,0.318012840638915,NA
"486",21700.9220084028,0.193872857623493,0.702515562745142,0.275969484385396,0.782571504343961,0.888875411707395
"4860",345.051949346663,-1.22215951294906,0.653608580542491,-1.8698645478838,0.0615026300192582,0.356708914992183
"4861",0.10203872546094,-1.15345578859314,4.07028431889188,-0.28338457420271,0.776882051948718,NA
"4862",94.227288629909,-0.254684803179461,0.452892987177171,-0.562350953515269,0.57387692869365,0.763678083887749
"4863",124.036985987155,0.441308885368326,0.473849889504198,0.931326344362092,0.351684778550873,0.612460264384105
"4864",120.337737843122,-1.48731014506055,0.586136766809277,-2.53747969634621,0.0111653844536106,0.186551569447552
"4867",125.90575321219,-0.0325865891161766,0.434460327805327,-0.0750047519431464,0.940210931041432,0.972719919165576
"4868",38.0130570852123,0.506374272505719,0.555183196114869,0.912085012747663,0.361723967217292,NA
"4869",11790.4760462884,0.158681864251376,0.542705640315772,0.292390298650753,0.769988224869155,0.881471891335581
"487",2.57115909594329,-0.33063429290644,1.62596448898784,-0.203346564544136,0.838864162475632,NA
"4878",5.24374366247215,-0.649830294251934,1.19772731946037,-0.542552786175664,0.587437753953725,NA
"4879",74.3468084227631,-1.35157507274583,0.720542503617931,-1.8757742478194,0.0606862855705001,0.355154987933057
"488",258.615356177282,-0.510560917197106,0.419084679786368,-1.21827626210858,0.223119007585673,0.519155688298456
"4880",0.0916641064157593,0.65472488673851,4.07324214398997,0.160738022340398,0.872299741293492,NA
"4881",8.53962436492207,-0.941369512714144,0.921611735950802,-1.02143828685402,0.307046833555772,NA
"4882",88.041193389318,-2.44859276288485,0.788581457203693,-3.10506002964811,0.00190240410709269,0.107603096501209
"4883",5.98870334724939,0.667845876654944,1.01258084041835,0.659548205927958,0.509543801292124,NA
"4884",2.03813138619739,1.7340649495635,1.59593071824335,1.08655402752833,0.277233951586902,NA
"4885",2211.34395706497,0.624935633226396,0.721742295968413,0.865870874849971,0.386560976632802,0.63726184768634
"4886",16.9413793724855,0.707111181421537,0.76466700771373,0.924730862307922,0.355105921630099,NA
"4887",1.31762891902468,3.76426290274186,2.20181127620377,1.70962104855415,0.0873359708004141,NA
"4888",1.85480317336587,1.54277648306687,1.63949446163917,0.941007438063808,0.34670104748156,NA
"4889",0.570733876584917,0.531034194091974,3.16304247267921,0.167887152537086,0.866672057458265,NA
"489",795.073284479566,-1.47727934716231,0.740710005957421,-1.99440987063867,0.0461072806974661,0.319333027281392
"4891",369.647802265856,-0.00890608568925968,0.404921868099748,-0.0219945781912321,0.982452280469682,0.991658370629524
"4892",4.50829777849812,1.1922319802576,1.20110696145856,0.992610998449149,0.320899562818853,NA
"4893",348.646590936334,0.187690334297726,0.539901163148739,0.347638321805242,0.728111822611434,0.857770438475333
"4897",225.536426952136,0.758091784832196,0.482325112889128,1.57174437858155,0.116009845628984,0.427139425201332
"4898",1035.64794694108,-0.370467314442666,0.412917569471004,-0.897194359923407,0.369615214269323,0.625891788764549
"4899",52.5262490157304,-0.544407152818426,0.505460439664946,-1.07705195124528,0.28145705711667,NA
"49",0.170425323334363,-1.35738027785788,4.06378017349985,-0.334019120106309,0.738365130709346,NA
"490",390.543608486446,0.879212627252559,0.553582422000089,1.58822352790027,0.112235802645616,0.422229233805078
"4900",2.79624545586578,-0.589526244088764,1.36887300176466,-0.43066540382401,0.666711677625576,NA
"4901",3.32075082989818,0.412923369217897,1.24975889077969,0.330402425831343,0.741095908813896,NA
"4902",0.10203872546094,-1.15345578859314,4.07028431889188,-0.28338457420271,0.776882051948718,NA
"4904",3028.05881713456,0.0676322668387729,0.550216179468586,0.12291944396127,0.902170888333139,0.952548722216548
"4905",403.94238558914,-0.188316707762606,0.407925074362649,-0.461645335376443,0.644335678054895,0.811165086500286
"4907",12.1481120308293,0.326004812223333,0.732162594275524,0.445262862064014,0.656129802948781,NA
"4908",1.29445578994408,-3.93351579569057,2.38140710848024,-1.65176117165488,0.0985832469499081,NA
"4909",0.426609878670513,2.1534354610827,3.46115555949427,0.622172399959205,0.533828512369083,NA
"491",4.34891057638096,1.95055951178569,1.17136041364182,1.66520866598292,0.0958711326429404,NA
"4913",132.130381025336,-1.30283628673232,0.612069982007561,-2.12857406020644,0.0332895165376424,0.278101107133808
"4914",1.79319638083178,-1.62006164566382,2.03653542584765,-0.795498877702808,0.426323363537129,NA
"4915",69.7222852787261,0.954608525134253,0.610497752534121,1.56365608418993,0.117898356260286,0.428098544024793
"4916",8.68954123386045,1.87764802038582,0.939164734429149,1.99927441007153,0.0455786713704555,NA
"4917",0,NA,NA,NA,NA,NA
"4919",87.3174522201198,0.25525188705372,0.470852137612308,0.542106250909475,0.587745312778482,0.772399536929728
"492",2.81221708341674,0.628553172926565,1.38648256337752,0.453343727161912,0.650301250454185,NA
"4920",16.181744063336,-0.112169936964834,0.75325308176323,-0.148914010019401,0.881621486082522,NA
"4921",61.5022560329043,-0.223027425567492,0.560822304212091,-0.397679307496208,0.690866592341795,0.837602558194051
"4922",3.61220639779549,0.418452046488244,1.19652050244728,0.349724092175913,0.726545771139538,NA
"4923",0.170425323334363,-1.35738027785788,4.06378017349985,-0.334019120106309,0.738365130709346,NA
"492303",59.5864448460665,-0.315554469570762,0.499587329920503,-0.63163024895162,0.527628515868164,NA
"492307",0.183328212831519,1.19333886991056,4.05655778810265,0.294175242223954,0.768623997910732,NA
"492311",56.3406616856492,0.972090526616777,0.674531688105496,1.44113396562141,0.149546839456447,NA
"4924",2197.65801776116,-0.554880861284414,0.492427247807471,-1.12682810253701,0.259815166284689,0.549198443023639
"4925",5983.29859698364,0.796817456833858,0.575311005108027,1.3850203624807,0.166046241103425,0.472259152367496
"4926",605.29316237099,-1.54961808763744,0.573668536011045,-2.70124294843252,0.0069080856636646,0.161087753371455
"4927",396.336312920785,-0.285142446857508,0.418866006608103,-0.680748598260665,0.496030579775379,0.711491339850101
"4928",207.128670273975,-0.219517507833356,0.429463910336354,-0.511143084552626,0.609250868883508,0.787561902512693
"4929",79.8859950627492,0.550698984629374,0.720175877554867,0.764672910871579,0.444466340835874,0.679501388661423
"493",460.115683970784,-0.246531367723533,0.449776048080742,-0.548120267354204,0.583609325032313,0.769763991439879
"4931",159.325688138581,0.175047905110635,0.429542332195453,0.407521894794256,0.683624716576968,0.835247881410553
"4935",51.7766416423757,-0.597963568236319,0.554502281321544,-1.07837891453069,0.280864692857302,NA
"493753",670.937159629155,0.35078348618908,0.444949683791713,0.788366637773108,0.430482279487415,0.669297970960565
"493754",179.956280412998,-0.0277169010510432,0.432137631196827,-0.0641390590638448,0.948859501221764,0.976920903315695
"4938",193.811951751348,-0.57902925000124,0.586654462476725,-0.987002208347155,0.323641555996063,0.594454651998926
"493812",29.5952563091895,0.475733495139023,0.600438570328966,0.792310019122156,0.428179931115936,NA
"493829",0.183328212831519,1.19333886991056,4.05655778810265,0.294175242223954,0.768623997910732,NA
"493856",858.589894411349,-0.329143412810685,0.382727506806271,-0.859994139321924,0.389792273131395,0.640283109578589
"493860",8.06208261508688,1.63408171160835,1.03214848756931,1.58318471740106,0.11337936871311,NA
"493861",80.5601073300769,0.453827596593687,0.503087481799648,0.902084852062412,0.367011794992827,0.623659234995969
"493869",212.27910150928,0.925626902686311,0.640708666480461,1.44469234007862,0.148544322431736,0.455594746495313
"4939",10.5289423283344,0.402447707711529,0.756339170308733,0.532099517663818,0.594657071443425,NA
"493901",0.183328212831519,1.19333886991056,4.05655778810265,0.294175242223954,0.768623997910732,NA
"493911",48.6773638872718,1.49437934641884,0.749236115810764,1.99453725585791,0.0460933727286779,NA
"4940",57.3587575452633,-1.77288073735145,0.753401039594194,-2.3531700172678,0.0186141210073193,NA
"494115",165.038182591782,0.139558487343142,0.440121310218394,0.317090956749836,0.751174586565497,0.871153200075198
"494118",0.865397016550737,3.09615393221981,2.69652307101147,1.1482022777793,0.250885069193011,NA
"494119",0.243281665838994,1.4535662124071,4.04125767476682,0.359681646009116,0.719085219069829,NA
"494141",3.25333433812378,1.84469569881219,1.45945815877688,1.26395929045212,0.206244639038112,NA
"494143",154.668707367089,0.967877526393345,0.594227366991013,1.62879998491888,0.103355367908651,0.416941447047675
"494188",2.61188907965993,1.4733979537003,1.57036824917093,0.938249964285877,0.348115966820174,NA
"494197",0,NA,NA,NA,NA,NA
"4942",1132.85627001674,0.975247710543207,0.619693366913443,1.57375851124678,0.115543289055418,0.426946568024528
"4943",82.9509976064338,-1.56145684978572,0.633162528184674,-2.46612327842984,0.0136584317240577,0.200185931640293
"494323",0,NA,NA,NA,NA,NA
"494324",0,NA,NA,NA,NA,NA
"494325",0.151617559423235,0.798520679423358,4.06835036396453,0.196276281044097,0.844393925287349,NA
"494326",0.295741557337639,-0.778355876214466,4.04052295065537,-0.192637409988778,0.847242944696223,NA
"494327",0,NA,NA,NA,NA,NA
"494328",0,NA,NA,NA,NA,NA
"494329",0,NA,NA,NA,NA,NA
"494330",0,NA,NA,NA,NA,NA
"494331",0,NA,NA,NA,NA,NA
"494332",0,NA,NA,NA,NA,NA
"494333",0,NA,NA,NA,NA,NA
"494334",0,NA,NA,NA,NA,NA
"494335",0.193702831876699,-0.240267320034944,4.0630350460359,-0.0591349366452944,0.952844631901559,NA
"494336",0.0916641064157593,0.65472488673851,4.07324214398997,0.160738022340398,0.872299741293492,NA
"494337",0.341111718589218,-1.35738027785788,4.06378017349985,-0.334019120106309,0.738365130709346,NA
"494470",2.20874046472263,2.56022947203214,1.6164578678361,1.58385165674589,0.113227480796913,NA
"494513",14.9573738816112,0.600291496309875,0.736918029772954,0.814597379975662,0.415302810677366,NA
"494514",1.52602334744558,-0.128597288423247,1.7311866409318,-0.0742827407413628,0.94078540997935,NA
"494551",3.67521026509593,1.13598502264713,1.24917860783728,0.909385587873517,0.363146626625428,NA
"494558",0.193702831876699,-0.240267320034944,4.0630350460359,-0.0591349366452944,0.952844631901559,NA
"4946",11379.6274283313,-0.456849056818008,0.429668933425051,-1.06325829325452,0.287664833282493,0.568630588671061
"4947",1890.41631779265,-0.38148383526447,0.389539336501332,-0.979320442168401,0.32742167299562,0.597028986735211
"4948",9.73938059066419,1.74513627057608,0.94966274937292,1.83763791064609,0.0661157785990947,NA
"495",22.4579656342315,-7.01123605256546,3.17487972034774,-2.20834698323548,0.0272200945136979,NA
"4951",0.0916641064157593,0.65472488673851,4.07324214398997,0.160738022340398,0.872299741293492,NA
"4952",127.14715169028,0.436563059880463,0.492022356082312,0.887282975018779,0.37492656925878,0.629436949800683
"4953",186.904524559689,-0.968577615618739,0.486284204453531,-1.99179329031917,0.0463937427463931,0.320012471498431
"4956",0.518273985086272,2.43698682072695,3.22078894868622,0.756642816264322,0.449263882493528,NA
"4957",349.571920864707,-1.13645956605194,0.504947817698574,-2.25064754459508,0.0244078695634103,0.248426527857573
"4958",5.42148617746081,1.53993686400415,1.05011242788979,1.46644951826603,0.14252586442657,NA
"496",0.364128155211062,-1.04094441569233,3.37164289417952,-0.308735073186226,0.757523061743848,NA
"4967",141.25925393485,-0.790992898331705,0.508934519709738,-1.55421349446454,0.12013349968941,0.429381550158467
"4968",220.67124544289,-1.54321388745654,0.580551079101335,-2.65818795797497,0.00785620647098159,0.168457673181048
"4969",4.26487947631907,1.37526065825759,1.34278202926214,1.02418756602909,0.305746690527968,NA
"497048",2.20855670953175,1.29848871838137,1.528846136899,0.849325963576116,0.395699937465769,NA
"497049",0,NA,NA,NA,NA,NA
"497189",0.0916641064157593,0.65472488673851,4.07324214398997,0.160738022340398,0.872299741293492,NA
"497190",0.20407745092188,-1.69147726842818,4.05179442348085,-0.417463743625733,0.676339238449147,NA
"497258",26.9464023195574,-0.0601722976032983,0.5627045864906,-0.106934080595598,0.914841275789065,NA
"4973",22.2550906633589,1.53870857176808,0.807405046355449,1.90574554706298,0.0566832268296122,NA
"4974",0.735749871930955,0.123156172287683,2.65681541309901,0.0463548094762175,0.963027454579869,NA
"4975",0,NA,NA,NA,NA,NA
"4976",126.38216998151,0.940481900043222,0.549626732772403,1.7111283785257,0.0870574164670662,0.39622136254285
"497634",0.995402281076196,2.06214383815349,2.65578147359832,0.776473463142092,0.437469483437997,NA
"497661",1432.95620471148,0.984949966759341,0.698430588462237,1.41023314704464,0.15847085126,0.46522993189079
"4978",13.9124078228587,0.208413929815134,0.953243842364496,0.218636534066843,0.826933191170957,NA
"498",8124.51173826236,-0.519973823411767,0.402997465237723,-1.29026574175855,0.196958407180789,0.496107613795682
"4982",396.169443183804,-0.739012841913549,0.42794429433736,-1.72689027916088,0.0841873705641144,0.393581155851623
"4983",44.442927748769,0.847605883590859,0.547562300027444,1.547962457511,0.121631335606196,NA
"4985",2.05348317041737,-1.56671785413197,1.59197868697208,-0.984132430260009,0.325050403324243,NA
"49854",63.6109228514164,-0.201208576184211,0.554759807640174,-0.362694941870623,0.71683277861082,0.851715665839693
"49855",611.209760122014,0.452310281356895,0.438883339686383,1.03059341846994,0.302731523743387,0.577548079181995
"49856",36.8921174103284,-0.598566038513717,0.535807989584215,-1.11712787071018,0.263939655336107,NA
"4986",2.43893548587359,1.00503998748368,1.47117031466761,0.683156788485603,0.494507774360353,NA
"49860",0.193702831876699,-0.240267320034944,4.0630350460359,-0.0591349366452944,0.952844631901559,NA
"49861",0.8176532183064,-3.27820667552099,2.51985851659014,-1.30094870562695,0.19327601295312,NA
"4987",0.6924434227644,1.56514792186584,2.74113144535665,0.570986088433348,0.568009073000378,NA
"4988",8.91802201551452,0.236285712640348,0.827660963466673,0.285486114568773,0.775271740946939,NA
"4990",3.49695832442394,1.63479980094501,1.41712120371224,1.15360619590092,0.248661657022466,NA
"4991",0.151617559423235,0.798520679423358,4.06835036396453,0.196276281044097,0.844393925287349,NA
"4992",0,NA,NA,NA,NA,NA
"4993",0.886300888100315,-3.32014268373227,2.71033372387504,-1.22499404943586,0.220577462544927,NA
"4994",3.78981064222448,-1.76230954325288,1.2867701614544,-1.36956046700756,0.170824147308606,NA
"4995",2.58527782933223,-0.512000844719398,1.39021231186832,-0.36828967802142,0.712657248237879,NA
"4998",6.18295319450905,-0.421766327408384,1.06112305835747,-0.397471644863928,0.691019692191184,NA
"4999",153.166924151845,0.0880906231577029,0.425621393400683,0.206969444025981,0.83603372193744,0.91649591055114
"50",1643.66446730029,-1.72206278324582,0.587095494943326,-2.933190252826,0.0033549823510439,0.127992576692325
"5000",341.624938910908,0.467643475736518,0.416890843917974,1.12174081671251,0.2619726565037,0.549783424832069
"5001",232.815892836737,0.33486694144065,0.433960460245967,0.771653116163737,0.440319905809368,0.677078751707439
"5002",18.8902763253296,-1.53408036599054,0.790047434349584,-1.94175729113466,0.0521664894274265,NA
"5003",7.31550277003186,-0.250992321207735,0.935189343718214,-0.268386635170388,0.788401725861712,NA
"5004",3.29463325966911,0.888764521885823,1.25755163387254,0.706741972215436,0.4797268412078,NA
"5005",0.941416009947694,3.25978811684502,2.62224346460462,1.24312946560686,0.213820129290231,NA
"5007",166.121010062832,0.0172724949242467,0.427422270089856,0.0404108445744195,0.96776558459248,0.984182648541845
"5008",0.682223437178435,-2.90495277827592,3.34743588559995,-0.86781431446454,0.385495992429309,NA
"5009",2.27572213069208,1.50315525018263,1.67251630045872,0.898738774486297,0.368791818604767,NA
"501",432.937330339077,0.0920059875032972,0.508334037631611,0.180995134482759,0.856371395063891,0.930233300890376
"5010",389.01809149748,1.25864609844429,1.61650098597713,0.778623774042101,0.436201370296458,0.673500800410518
"5013",0,NA,NA,NA,NA,NA
"5015",0.243281665838994,1.4535662124071,4.04125767476682,0.359681646009116,0.719085219069829,NA
"5016",7.84295259853567,0.864936137373068,0.897003389538213,0.964250690087522,0.33492025614256,NA
"5017",15.4218037349313,-2.01623625807234,0.974809977928596,-2.06833773117167,0.0386082761159525,NA
"5018",684.825479202877,-0.350012895919804,0.437573527339072,-0.799895044035838,0.423771609432149,0.664422018292011
"5019",295.375156251627,0.371618011268983,0.403853883634721,0.9201793676574,0.357479034339086,0.616638570769617
"5020",1.12121406150512,0.312133844900417,2.29464376476873,0.136027147086108,0.891799820153928,NA
"5021",4.80689206182035,-0.176401587075383,1.08652583592188,-0.162353789705988,0.871027258440447,NA
"5023",25.3072757685033,-4.70894654128458,2.14300728819781,-2.19735442208628,0.0279951437041646,NA
"5024",2.47381533147084,-2.36507154889191,1.7442557449638,-1.35592017152335,0.175124568708621,NA
"5025",1141.48257570139,-1.02819746314728,0.478194077750995,-2.15016770593023,0.03154195162049,0.274728360444923
"5026",4.98990708240687,0.814653463376895,1.11361143840239,0.731541932207177,0.464448201733692,NA
"5027",20.7121447798221,-0.128059778825772,0.742033548429497,-0.172579500073559,0.862981966669014,NA
"5028",22.415349888207,0.999394774788085,0.799183379436203,1.25051996888765,0.211109665373379,NA
"5029",2.87520622741978,-1.27009609794814,1.37136466950266,-0.926154892417308,0.354365490509784,NA
"5030",0,NA,NA,NA,NA,NA
"5031",27.5504259180199,-0.188710860326161,0.727074003602635,-0.259548353250292,0.795212179320779,NA
"5032",4.51765343845704,-0.729914200229009,1.04510934883937,-0.698409406670798,0.484921195278002,NA
"5033",1016.55978159831,0.355928390075937,0.594277723617396,0.598926017131156,0.549222221054585,0.747981355938685
"5034",503.436188333586,-1.8683100463502,0.590101812074664,-3.16608084930573,0.0015450784269488,0.0986411081676713
"503497",0.243281665838994,1.4535662124071,4.04125767476682,0.359681646009116,0.719085219069829,NA
"503538",17.0863677743578,-0.248934851396097,0.654085559986931,-0.380584539125235,0.703511555435746,NA
"503542",7.25407894250874,-0.972761831309944,0.935256274831628,-1.04010190306937,0.298292559615095,NA
"503569",11.7085997686529,0.834941648475452,0.950606855229358,0.878324876243399,0.379767439653694,NA
"503582",7.09360945155299,2.0134995608081,1.00337739012032,2.00672207748936,0.0447792639008028,NA
"5036",2321.21508443468,-0.949458743066857,0.507671539148351,-1.87022251564393,0.0614529242910478,0.356708914992183
"503614",0,NA,NA,NA,NA,NA
"503618",0,NA,NA,NA,NA,NA
"503640",2.30310187348386,0.477444980756919,1.47650177552543,0.323362280134755,0.746420892415173,NA
"503645",1.97028133059922,0.879812613041628,1.73036543064383,0.508454802355978,0.611134428395504,NA
"503693",51.7979339418662,1.10272336092725,0.633618418212148,1.74035875415168,0.0817960432067801,NA
"5037",4806.04306607479,-0.991757093467317,0.535225927689478,-1.85296907746723,0.0638867909514272,0.363736443286213
"503834",0.432775825004977,-0.432165558635892,3.56767165600361,-0.121133781442206,0.903585072458398,NA
"503835",1.03563858469422,-0.00536175309300555,2.37305860148214,-0.00225942717540003,0.998197239474342,NA
"503841",0,NA,NA,NA,NA,NA
"504180",0,NA,NA,NA,NA,NA
"5042",6.80484519519054,-0.615944841962059,0.927682808130367,-0.663960608694929,0.506715523054838,NA
"5045",166.667930868037,-0.674365870650081,0.468996092225915,-1.43789230193679,0.150464614257308,0.457502299096083
"5046",7.41755617163122,-1.47523587398148,1.2002454495663,-1.22911182418108,0.219029882488782,NA
"5047",4.63446968397246,-1.14598385232585,1.16878122457101,-0.980494748062431,0.326841960825975,NA
"5048",355.203593316028,-0.21062068899449,0.394023540956862,-0.534538338706898,0.592969131741533,0.774931350193852
"50484",194.341282830486,0.565584968394401,0.619224236183787,0.913376666068564,0.361044473380045,0.618585927819553
"50485",211.465480739896,-0.976845642636278,0.505608011697663,-1.93202168485494,0.0533568294322797,0.337144678201171
"50486",702.853941446564,-3.49989233135035,1.55329925131573,-2.25319900745832,NA,NA
"50487",0.151617559423235,0.798520679423358,4.06835036396453,0.196276281044097,0.844393925287349,NA
"50488",98.8280134080061,-1.72265652462344,0.608466330831997,-2.83114518804671,0.00463816618445297,0.149007191525795
"50489",0.458320532078796,2.26312996835775,3.7961834926616,0.596159266993445,0.551068834208563,NA
"5049",3806.67316622315,0.349888462977893,0.494411134584656,0.707687263701751,0.479139488384045,0.701435347916504
"5050",431.404377773241,-0.990535776137987,0.517245526308255,-1.91502048013398,0.0554898918308809,0.341901379275603
"50506",358.038390459868,0.127233570310299,0.43747135157075,0.290838634012179,0.77117473623019,0.881948024597004
"50507",7.67981001878713,1.67193352148241,1.12828184566708,1.48184031135758,0.138382790154755,NA
"50508",0.511459725193972,0.541887673461345,3.02731760276976,0.178999280738024,0.857938266460828,NA
"50509",28.8344022606954,0.76136114330773,0.711357469304609,1.07029331406614,0.284487302940114,NA
"5051",223.771091157838,-0.123920444030567,0.419814359809873,-0.295179145579224,0.767857032026696,0.879786434316727
"50511",15.6628861444794,1.49391021933077,1.06694279577658,1.40017836499229,0.161459912859578,NA
"50512",10.8485300071799,-1.05995423121966,0.756482563894592,-1.40116148317115,0.161165789313583,NA
"50514",4.21604506172185,-0.3163785519135,1.33202174225512,-0.237517558367981,0.8122552992726,NA
"50515",38.3694615006561,-0.0952471066415297,0.547081840106573,-0.174100289314987,0.861786645831983,NA
"5052",6179.95580740094,-0.268763388372684,0.468782745156466,-0.573321845032883,0.566426797062209,0.759549466007848
"5053",17.9430012126683,-0.411412618078683,0.801676187484333,-0.513190518193761,0.607818057912451,NA
"5054",4217.15249768662,-1.66551831182775,0.79578543493876,-2.09292384442286,0.0363559533286058,0.287011612383852
"5055",511.342915888737,-1.5068361354152,0.618806539568023,-2.4350682144812,0.0148889825505126,0.20386565104194
"5058",350.902253538097,-0.380329279843735,0.412771456281384,-0.921404021659062,0.356839529875479,0.616457119913186
"506",12581.4259259513,-0.651048116293076,0.449083284001585,-1.44972689807528,0.147134691811567,0.454685900037695
"50604",3.11161637275556,2.78298997659928,1.50969152762939,1.84341630436868,0.0652682513656157,NA
"50613",0.20407745092188,-1.69147726842818,4.05179442348085,-0.417463743625733,0.676339238449147,NA
"50614",0.0916641064157593,0.65472488673851,4.07324214398997,0.160738022340398,0.872299741293492,NA
"50615",2.95421664214093,0.433125901125154,1.30530322268717,0.331820142321795,0.740025073829418,NA
"50616",0.518273985086272,2.43698682072695,3.22078894868622,0.756642816264322,0.449263882493528,NA
"50617",2.59046053995303,2.02913499102367,1.6580806438655,1.22378546455565,0.221033169049923,NA
"50618",171.998398095197,0.0820441286992994,0.42624890895468,0.192479386986589,0.847366712824747,0.924069750193352
"50619",3.93681788886538,-2.78948526800124,1.5231966140966,-1.83133631087781,0.0670503610872773,NA
"5062",173.035112737177,0.381340537473737,0.494560348710962,0.771069776353229,0.440665573984382,0.677078751707439
"50624",451.785674905499,-1.71927051868595,0.79149598061228,-2.17217845800805,NA,NA
"50626",189.968567310243,-0.156183101465871,0.445418992428749,-0.350643111588589,0.725856109165543,0.856246782300964
"50628",97.7834442933399,-1.78569547444704,0.601338947302724,-2.96953237846423,0.00298253379361377,0.124865338528111
