Geneid	SRR3617193	SRR3617194	SRR3617195	SRR3617196	SRR3617202	SRR3617214
2794	0	0	0	0	0	0
2796	1	7	0	3	12	3
2797	0	0	0	0	0	0
2798	1	3	0	7	18	3
2799	504	684	124	629	1003	662
28	10	6	24	5	2	3
280	13	9	1053	22	52	15
2800	108	180	63	234	342	202
2801	875	838	309	1330	1196	822
2802	716	557	917	2296	1067	684
2803	1275	1524	477	1662	3492	1591
2804	1403	1697	459	1916	2980	1720
2805	440	664	760	1782	1481	900
2806	180	254	210	698	754	255
280636	631	1050	419	2017	1733	1202
280655	2	6	2	3	12	6
280657	0	0	0	0	0	0
280658	0	1	0	0	0	0
280659	0	0	0	0	3	1
280664	0	0	0	0	1	0
2810	3	7	49	51	25	11
2811	36	30	1	6	25	22
2812	0	0	0	0	0	0
2813	485	309	73137	1911	652	489
2814	1	1	0	0	1	1
2815	0	0	0	0	0	0
2817	15	21	21	104	29	39
2819	233	295	351	2468	548	316
2820	110	179	53	164	282	180
2821	4067	8357	7046	15635	9842	8846
2822	20	11	2	32	43	21
28227	0	0	0	2	0	0
2823	221	147	44	189	232	149
28231	6	4	15	40	13	7
28232	43	64	56	240	115	86
28234	2	1	0	0	8	6
2824	17	61	6	41	97	308
2825	11	5	0	0	21	5
282566	0	1	0	0	4	3
2826	10	7	5	20	12	3
282616	0	0	0	0	0	0
282617	0	0	0	0	0	1
282618	0	0	0	0	2	0
282679	21	35	17	118	93	26
2827	6	10	11	7	19	9
282763	0	0	0	0	0	0
282770	0	1	0	0	2	0
282775	0	0	0	0	1	0
2828	12	61	25	13	48	75
282808	0	0	0	2	3	1
282809	43	93	33	82	207	117
282890	0	0	0	0	0	0
2829	0	1	0	0	1	0
282966	0	1	0	3	2	3
282969	17	37	13	85	50	55
282973	9	2	0	19	16	5
282974	3	5	3	11	4	5
28299	0	0	0	0	0	0
282991	625	1257	557	940	1987	1330
282996	6	3	1	1	16	5
282997	11	20	2	14	36	19
283	116	222	101	325	439	283
2830	0	3	0	0	2	0
283011	7	4	2	3	12	4
283025	1	0	0	0	2	0
283033	0	0	0	0	2	0
283038	9	14	0	1	14	7
283050	13	20	12	34	27	28
283070	12	12	10	50	33	19
283078	1	2	0	2	6	2
283089	5	9	1	9	23	14
283092	0	0	0	0	1	0
283093	0	0	0	0	0	0
2831	0	0	0	0	1	0
283102	0	1	10	9	1	1
283104	13	24	10	11	54	25
283106	28	47	24	59	84	63
283111	1	1	0	0	6	0
283116	0	1	0	0	16	0
283120	36	47	16	340	56	43
283129	3	6	0	5	12	8
283130	354	243	230	502	291	239
283131	274	603	757	339	1436	564
283143	7	8	3	23	16	10
283149	28	40	165	171	89	46
283150	1	1	0	0	0	0
283152	47	93	8	160	151	91
283159	0	0	0	0	5	1
28316	1	5	2	22	11	9
283160	0	0	0	0	0	0
283162	0	0	0	0	1	0
283171	1	1	0	0	0	1
283174	15	10	6	31	21	6
283177	12	29	3	68	108	42
283189	0	0	0	0	1	0
283194	1	4	1	0	14	1
283197	0	0	0	0	2	0
2832	0	0	0	0	0	0
283208	3	11	8	9	10	11
283209	144	342	275	260	603	381
283212	3	0	8	13	3	2
283219	41	80	63	198	117	70
283229	5	8	5	34	15	9
283232	172	259	25	485	556	281
283234	2	10	10	57	21	8
283237	166	238	194	524	404	261
283238	0	0	0	0	4	0
283248	3	0	0	4	6	5
283254	77	151	97	297	281	143
283257	0	1	0	0	7	1
283267	65	64	27	122	120	59
283284	29	65	55	414	98	79
283297	0	0	0	0	1	0
283298	16	22	0	18	39	26
283299	3	3	0	1	9	6
2833	0	1	1	3	1	1
283303	0	0	0	0	0	0
283310	35	37	1	21	157	42
283314	3	22	7	51	45	19
283316	11	15	5	28	49	25
283332	0	0	0	0	0	2
283335	35	65	21	63	93	77
283337	111	104	16	51	81	54
283345	29	27	33	104	42	25
283349	2	4	2	0	7	5
283358	0	7	5	20	9	3
283365	2	0	0	0	5	1
283373	31	56	75	199	98	48
283375	4	4	104	46	15	17
283377	393	796	362	1458	1210	870
283383	4	9	15	10	22	11
283385	6	18	19	50	37	24
283392	2	0	1	0	11	2
2834	4	4	1	9	9	1
283401	10	14	5	18	33	12
283403	0	0	0	0	0	0
283404	0	3	1	1	2	0
283416	0	3	1	0	4	1
283417	3	6	2	18	32	15
283420	0	1	0	0	8	0
283422	1	1	0	1	19	8
283431	5	7	4	19	28	24
283432	6	0	0	0	19	1
283440	0	1	2	2	0	0
283446	5	3	1	2	19	4
283450	129	155	77	513	365	151
283455	137	147	98	506	292	145
283458	81	114	142	176	156	137
283459	252	320	249	557	611	365
283460	106	112	2	180	223	114
283461	1	0	0	0	7	1
283463	5	2	0	0	9	1
283464	55	66	15	25	129	56
283471	5	8	1	4	11	4
283480	6	4	2	5	38	9
283481	56	105	20	173	159	106
283483	1	1	0	0	2	1
283487	3	7	3	25	16	12
283489	14	8	1	5	8	6
283491	0	0	0	0	0	0
2835	1	2	0	0	11	1
283507	49	27	13	67	95	49
283514	1	1	0	1	4	1
283518	14	14	2	15	29	22
283521	2	2	1	11	6	3
283537	35	45	14	87	118	63
283547	0	1	0	0	12	3
283551	6	5	5	9	11	10
283553	1	1	0	0	3	0
283554	6	3	0	3	41	5
283571	1	3	0	2	2	2
283576	1	9	2	17	8	3
283578	6	7	8	34	15	4
283579	3	1	1	10	9	6
283588	5	3	0	1	14	3
283592	0	0	0	0	3	1
283596	117	130	31	100	155	115
283598	2	1	0	0	2	1
283600	0	0	0	0	3	0
283601	0	0	0	0	1	2
283629	1	2	0	10	4	1
283635	448	665	370	607	1034	703
283638	25	20	38	87	34	28
283643	0	4	3	5	2	1
283651	16	36	13	26	56	35
283652	3	2	0	2	7	2
283659	5	4	0	1	45	16
283663	0	3	2	4	2	0
283673	0	1	0	3	0	1
283677	0	2	0	3	2	0
283683	7	10	2	13	24	7
283685	1	0	0	2	2	1
283687	20	26	9	8	24	16
283688	0	0	0	1	0	0
283693	12	15	14	24	21	15
283694	0	0	0	0	0	0
2837	0	0	0	0	0	0
283701	0	0	0	0	0	0
283710	0	0	0	2	3	0
283726	4	14	6	15	29	19
283731	5	3	0	1	3	1
283738	0	2	0	0	7	0
283742	33	20	6	35	63	32
283748	0	0	2	1	4	0
283755	3	2	4	3	9	0
283761	0	1	1	0	5	1
283767	0	0	1	2	0	0
283768	0	0	0	0	0	0
283777	5	2	11	14	8	1
28378	1	0	0	0	0	0
283788	0	0	0	0	0	0
283796	0	0	0	0	0	0
2838	0	0	0	1	2	1
283807	6	6	5	13	6	4
283820	14	36	30	59	63	17
283847	6	1	0	0	23	4
283848	45	92	25	374	216	98
283849	2	2	2	5	5	2
28385	0	0	0	0	0	0
283856	13	11	0	15	28	16
283860	0	0	0	0	0	1
283867	0	7	0	0	13	17
283869	0	1	0	0	2	0
283870	1	1	0	3	2	2
283871	48	42	26	182	84	61
283875	1	3	2	3	3	1
283876	5	4	2	7	0	5
28388	0	0	0	0	0	0
283888	1	0	2	8	2	1
283897	56	60	1	23	82	55
283899	9	18	27	60	25	23
283902	0	0	0	0	0	1
28391	0	0	0	0	0	0
283914	1	0	0	0	2	1
28392	0	2	0	0	0	0
283922	4	6	14	57	15	8
283927	222	250	54	351	450	274
283932	43	34	35	89	65	36
283933	0	0	0	4	1	1
28394	0	0	0	0	1	0
283948	0	0	0	0	0	0
28395	0	0	0	0	0	0
283951	29	72	101	376	195	102
283953	0	0	0	0	1	0
28396	0	0	0	0	0	0
283970	41	95	12	134	234	93
283971	0	0	0	0	0	1
283981	1	0	0	1	1	1
283982	0	0	1	0	0	0
283985	1	1	0	1	3	2
283987	49	80	103	591	197	106
283989	20	24	10	64	41	31
283991	19	23	13	109	38	36
283999	0	0	1	0	0	0
284	7	5	1	2	32	5
2840	1	1	0	0	2	0
28400	0	0	0	0	0	0
284001	188	247	35	602	382	255
284004	3	8	6	30	15	5
284009	1	7	6	14	8	2
28401	0	0	0	0	0	0
284013	10	15	13	36	31	15
284018	41	52	12	54	129	57
284021	13	6	1	3	6	6
284023	38	26	6	22	41	27
284029	12	32	10	64	46	43
284034	1	0	0	1	1	0
284040	49	69	64	156	145	75
284047	8	35	41	97	88	51
284058	95	84	3	59	101	84
284067	0	0	0	0	0	0
284069	1	0	0	7	2	2
284071	1	2	1	1	5	2
284076	8	10	5	26	30	11
28408	0	0	0	4	0	0
284080	2	2	2	7	0	2
284083	1	1	0	12	4	0
284085	0	3	2	3	8	1
284086	24	27	29	170	94	38
28409	0	0	0	0	0	0
284098	46	95	23	40	178	103
284099	3	3	0	1	15	4
2841	9	9	1	17	34	10
28410	0	0	0	0	0	0
284100	5	0	0	0	5	0
284106	186	241	218	712	443	250
284110	6	1	2	7	2	5
284111	8	8	2	30	26	7
284114	0	0	5	3	1	0
284116	1	0	0	0	0	0
284119	208	579	170	326	361	615
28412	0	0	0	0	2	0
284123	0	0	0	0	0	0
284124	0	0	0	1	2	0
284129	21	22	14	110	64	20
284131	27	64	76	200	109	63
28414	0	0	0	0	0	0
284161	52	52	11	64	96	52
284184	39	42	23	96	48	39
284185	6	6	0	3	4	6
284186	0	0	0	0	0	0
284194	0	0	0	1	0	0
2842	27	56	16	78	155	54
28420	0	0	0	0	2	0
284207	2	3	3	28	6	8
284215	2	2	0	1	12	3
284217	5	7	9	14	37	10
28423	0	0	0	0	0	0
284232	31	14	3	5	161	29
284233	0	0	1	4	0	0
28424	0	0	0	0	0	0
284252	40	52	14	118	70	53
284254	1	0	0	0	6	1
284257	0	0	0	0	1	1
28426	0	0	0	0	1	0
284266	1	3	1	5	0	1
284273	102	127	24	217	295	144
284274	0	0	0	0	0	0
284276	11	14	10	30	27	25
284288	1	0	0	1	2	1
28429	0	0	0	0	0	0
284293	1	4	1	0	6	0
284294	1	0	0	1	19	2
284297	12	14	4	32	13	12
2843	0	0	0	2	1	0
284306	21	48	18	52	68	30
284307	1	7	11	43	31	13
284309	58	101	20	73	161	110
284312	11	28	0	9	30	29
28432	0	0	0	0	1	0
284323	63	84	29	72	187	104
284325	26	31	30	91	44	41
284338	8	6	2	17	11	9
284339	1	3	1	10	13	6
28434	0	0	0	0	0	0
284340	271	578	877	1094	2233	1159
284344	2	0	0	0	4	1
284346	6	1	3	10	12	6
284348	7	12	26	69	30	17
284349	13	28	12	29	89	36
284352	8	10	11	32	14	10
284353	1	1	1	2	4	1
284355	0	0	0	1	0	0
284358	12	19	13	56	39	15
284359	1	0	0	1	2	2
284361	636	763	172	1632	1168	769
284365	0	2	3	2	1	1
284366	0	0	0	0	3	0
284367	2	2	1	6	10	6
284369	0	0	1	1	9	3
284370	19	42	22	55	78	53
284371	36	47	84	117	112	58
284379	2	1	0	1	4	2
284382	0	0	0	0	0	0
284383	0	1	0	0	1	0
284385	89	133	29	175	224	144
28439	0	0	0	0	1	0
284390	18	35	10	32	86	33
284391	17	25	9	43	77	30
2844	1	0	0	0	2	0
284402	0	0	1	0	1	0
284403	1	0	0	6	2	1
284406	48	121	43	106	278	127
284408	55	105	76	265	170	106
284412	1	3	2	20	53	4
284415	0	0	0	0	1	0
284417	1	2	0	0	0	0
284418	0	0	1	0	0	0
28442	0	0	0	0	7	0
284422	454	1398	79	4124	2232	1430
284424	3038	7030	912	9402	8319	6276
284427	1	0	1	3	1	0
284428	0	0	0	0	1	0
284433	0	0	0	1	3	0
284434	33	38	6	167	75	48
284439	15	17	16	88	31	9
28444	0	0	0	0	0	0
284440	46	49	24	108	58	51
284443	58	95	14	123	193	102
28445	0	0	0	0	0	0
284451	1	3	0	0	0	0
284454	230	285	304	418	588	423
284459	110	197	149	489	392	225
284467	0	1	0	1	0	0
28447	0	0	0	0	1	0
28448	0	0	0	0	0	0
284485	209	295	11	116	404	262
284486	0	2	0	2	4	1
28449	0	0	0	0	0	0
284498	2	1	1	0	0	0
2845	18	16	0	13	97	18
28450	0	0	0	0	0	0
28451	0	0	0	1	0	0
28452	0	0	0	0	0	0
284521	1	12	0	0	12	10
284525	2	1	1	0	13	3
284532	0	0	0	0	0	0
28454	0	0	0	0	1	0
284541	0	0	0	0	0	0
284546	0	1	0	0	1	0
28455	0	0	0	0	0	0
284551	1	1	2	0	2	3
284561	1	1	0	1	2	0
284565	7	11	11	60	22	20
28457	0	0	0	0	1	0
284573	0	0	0	0	1	2
284576	0	3	1	1	6	2
284577	1	1	0	1	3	2
284578	0	1	0	0	17	3
284593	0	1	0	4	3	2
2846	6	4	2	3	18	5
284600	1	3	0	0	5	2
28461	0	0	0	0	0	0
284611	20	21	12	13	48	28
284612	1	10	4	10	23	7
284613	56	77	92	342	124	94
284615	0	2	3	9	8	5
284618	1	2	0	1	1	2
284632	0	0	0	0	1	0
28464	0	0	0	0	0	0
284648	0	0	3	0	5	0
28465	0	0	0	0	0	0
284654	7	3	9	19	11	4
284656	10	12	3	26	17	3
28466	0	0	0	0	0	0
284661	0	0	0	0	0	0
28467	0	0	0	0	0	0
284677	13	4	0	7	8	5
28468	0	0	0	0	0	0
284680	0	0	0	0	1	0
284688	1	3	0	1	8	1
284695	346	518	253	728	1104	560
284697	23	22	13	71	56	34
2847	2	10	11	49	9	7
284702	22	24	0	10	50	18
284716	44	45	36	135	49	22
28472	0	0	0	0	0	0
284723	501	192	19	815	208	213
284729	1	0	1	4	0	0
28473	0	0	0	0	0	0
284739	0	1	0	0	2	1
28474	0	0	0	0	0	0
284749	0	0	0	0	5	1
28475	0	0	0	0	0	0
284751	1	2	1	7	5	6
284756	4	1	0	0	14	0
284759	3	5	1	3	3	1
28476	0	0	0	0	0	0
28477	0	0	0	0	0	0
284788	0	0	0	1	1	0
28479	0	0	0	0	0	0
284798	0	1	0	1	5	1
2848	0	0	0	0	0	0
284800	1	0	1	1	1	1
284802	342	616	161	790	898	615
284804	0	0	1	0	1	0
284805	4	1	1	4	5	2
28481	0	0	0	0	0	0
284827	0	0	0	0	0	0
28483	0	0	0	0	0	0
284835	0	0	3	0	0	3
284836	0	0	0	2	0	1
284837	0	1	0	0	2	3
28484	0	0	0	0	0	0
28485	0	0	0	0	0	0
28486	0	0	0	0	0	0
284861	0	0	0	0	0	0
28487	0	0	0	0	0	0
28488	0	0	0	0	0	0
28489	0	0	0	0	0	0
2849	2	2	0	1	16	0
28490	0	0	0	0	0	0
284900	73	108	45	90	188	96
284904	15	6	0	28	14	15
28491	0	0	0	0	0	0
28492	0	0	0	0	0	0
28493	0	0	0	0	0	0
28494	0	0	0	0	0	0
284942	90	151	207	315	206	207
284948	0	0	0	11	1	2
28495	0	0	0	0	0	0
284958	0	0	1	5	0	0
28496	0	0	0	0	0	0
28497	0	0	0	0	0	0
28498	0	0	0	0	0	0
28499	0	0	0	0	0	0
284992	11	18	3	22	73	30
284996	410	589	53	99	466	455
284998	0	0	0	0	0	0
285	77	199	95	134	329	275
2850	1	2	0	5	1	1
28500	0	0	0	0	0	0
28501	0	0	0	0	0	0
285016	9	19	5	13	22	16
28502	0	0	0	0	0	0
285025	30	39	6	61	146	40
28503	0	0	0	0	0	0
285033	2	3	2	3	1	2
28504	0	0	0	0	0	0
285045	1	0	0	0	3	0
28505	0	0	0	0	0	0
285051	0	0	0	4	1	1
28506	0	0	0	0	0	0
28507	0	0	0	0	0	0
285074	2	4	1	13	9	3
28508	0	0	0	0	0	0
28509	0	0	0	0	0	0
285093	0	0	0	0	0	0
285095	2	7	10	3	12	4
285097	2	2	0	9	3	3
28510	0	0	0	0	0	0
285103	0	2	0	0	0	0
28511	201	318	304	977	555	384
28512	277	457	181	535	933	522
285126	1	0	1	0	9	1
28513	6	45	0	13	69	226
28514	5	5	2	15	18	10
285141	7	14	3	11	19	13
285148	456	787	217	1007	1232	839
285154	0	1	0	0	1	1
28516	0	0	0	0	1	0
28517	0	1	0	0	0	0
285172	227	237	75	111	341	222
285175	195	197	36	421	468	202
28518	0	0	0	0	1	1
285180	0	0	0	0	1	0
285189	0	1	0	1	0	0
28519	0	0	0	0	0	0
285190	2	2	4	0	12	5
285193	29	27	13	25	53	28
285194	3	0	0	0	9	1
285195	16	11	30	41	32	21
2852	3	9	1	60	29	17
28520	0	0	0	2	0	0
285203	98	123	76	93	245	134
285205	1	1	1	3	2	0
28521	0	0	0	0	0	0
28522	0	0	0	0	0	0
285220	2	1	0	2	19	2
285224	0	0	0	0	0	0
28523	0	0	0	0	0	0
285231	0	1	2	1	5	1
285237	124	272	60	200	475	337
28524	0	0	0	0	1	0
285242	1	2	1	2	2	3
28525	0	0	0	0	0	0
28526	0	0	0	0	0	0
285266	119	173	40	141	212	155
285267	22	40	17	45	44	37
285268	79	102	69	137	210	115
285282	240	359	153	318	718	417
285286	9	44	2	67	99	39
285299	0	0	0	0	0	0
2853	0	0	0	0	0	0
285311	0	1	0	0	0	0
285313	2	1	0	16	13	4
285315	172	188	47	208	316	212
285326	2	0	0	0	7	0
285331	141	204	35	127	482	193
285335	22	22	2	29	55	20
285343	140	224	86	161	567	325
285346	21	71	13	49	103	61
285349	35	57	8	40	85	56
285352	5	10	1	7	20	10
285359	26	25	11	65	101	43
285362	70	117	15	205	183	100
285367	44	63	76	347	184	107
285368	45	75	19	126	102	75
285370	0	0	0	0	1	0
285375	0	0	0	0	4	0
285381	520	848	327	592	1423	1010
285382	32	60	8	53	75	66
285386	15	11	0	6	58	14
2854	0	0	0	0	0	0
285401	2	2	1	4	7	0
285419	22	18	6	86	72	43
285423	0	0	0	0	4	0
285429	12	17	5	12	56	16
285440	310	245	34	224	448	235
285441	1	0	0	6	7	1
285456	13	12	1	18	20	7
285463	4	6	4	9	3	2
285464	14	12	11	79	43	17
285484	0	0	0	5	1	1
285489	0	0	0	5	1	0
285498	23	31	10	46	104	38
285501	3	0	0	3	8	1
285512	5	4	2	11	21	3
285513	44	89	53	180	156	79
285521	122	134	22	90	235	172
285525	4	2	2	2	0	7
285527	164	241	40	141	499	217
285533	3	0	0	2	13	2
285540	39	40	7	14	56	34
285547	0	0	0	0	0	0
285548	0	0	0	0	0	0
285550	816	972	157	721	1414	974
285555	2	8	2	10	25	7
285556	1	1	0	0	23	0
28557	0	0	4	2	2	0
285577	0	0	0	0	8	2
28558	0	0	3	0	1	0
285588	0	1	0	2	2	0
28559	0	0	0	0	0	0
285590	28	20	59	132	45	54
285593	0	4	1	1	7	0
285596	2	0	0	3	2	3
285598	2	1	1	2	3	3
28560	0	0	1	1	0	0
285600	41	42	6	26	92	58
285601	0	0	1	0	0	0
285605	24	15	4	6	43	10
285613	1	2	0	2	1	1
28562	0	0	2	1	1	0
285622	0	0	0	0	1	1
285627	0	0	0	0	2	1
285629	34	6	4	51	9	7
28563	0	0	6	0	2	0
285636	276	409	90	123	496	393
285641	9	3	2	0	20	6
285643	4	0	0	7	4	0
285659	0	0	0	0	0	0
285668	9	3	1	1	14	5
28567	0	0	0	1	3	0
285671	59	78	7	40	189	95
285672	969	1250	220	1236	1642	1154
285676	16	23	13	105	39	27
285679	0	3	1	0	5	0
28568	0	0	0	3	1	0
285692	1	0	1	0	0	1
285696	2	2	0	1	20	3
2857	19	8	1	7	29	8
285704	20	28	20	77	49	38
285735	0	0	0	0	14	2
285740	4	8	6	32	30	8
285753	84	118	13	76	215	108
285754	8	19	3	6	35	23
285755	28	31	12	24	75	30
285759	0	0	1	0	7	1
285761	47	55	14	121	145	48
285768	3	2	1	0	9	1
285780	4	5	0	2	24	1
285782	0	1	1	2	16	6
285796	0	0	0	1	3	2
285800	2	1	0	11	3	7
28581	0	0	0	0	0	0
285819	10	7	2	12	38	6
28582	0	0	0	0	6	0
285830	0	0	1	0	0	0
285834	0	0	0	0	0	0
28584	0	0	0	0	0	0
285847	1	0	1	0	3	0
285848	1	0	0	1	1	1
28585	0	0	1	0	0	0
285852	0	1	0	0	1	0
285855	582	1082	560	1315	1542	1166
28586	0	0	0	0	1	0
285877	0	0	0	0	0	0
285888	2	1	0	0	16	0
285889	0	2	0	0	6	1
2859	1	3	0	1	0	0
28590	0	1	0	2	0	1
285905	2	0	1	1	3	4
285908	14	8	2	18	39	14
28591	0	0	0	0	0	0
28592	0	0	1	0	0	0
28594	0	0	0	0	0	0
285941	1	0	0	0	4	6
285943	1	0	0	2	5	4
28595	1	0	0	0	2	2
285954	13	16	10	4	45	19
285955	3	5	13	15	14	10
285958	284	328	427	758	533	341
285961	6	8	1	6	15	5
285962	0	1	6	10	4	2
285965	5	4	0	4	34	4
285966	26	38	30	69	63	35
285971	13	9	4	31	23	13
285972	12	1	1	9	8	1
285973	4	2	1	5	11	6
28598	0	1	0	0	0	0
285987	2	1	0	0	19	2
285989	20	41	11	55	81	38
28599	0	0	0	0	0	0
286	11	50	7	215	92	43
286002	5	2	0	2	19	2
286006	3	2	4	6	18	10
28601	0	0	0	0	1	1
286016	9	36	79	58	40	61
28602	0	1	0	0	2	0
28603	0	0	0	0	0	0
286042	9	6	7	29	16	4
286046	4	12	2	21	17	3
286053	190	322	82	299	619	359
28606	0	0	0	0	1	0
286075	3	3	3	7	10	4
286076	1	0	0	2	1	0
286077	25	29	34	104	30	32
28608	0	0	0	0	0	0
286083	0	0	0	0	0	0
28609	0	0	0	0	0	0
286094	2	4	0	0	14	2
286097	46	54	1	5	103	47
2861	10	20	5	7	48	15
28610	0	0	0	1	0	0
286101	166	185	94	264	446	189
286102	39	31	6	24	90	30
286103	2	2	3	6	7	3
28611	0	0	1	0	1	0
286114	0	0	0	0	3	0
286122	13	2	2	20	21	7
286128	6	6	10	35	14	4
286133	3	1	1	4	12	6
286135	3	2	0	1	3	1
28614	0	0	0	0	0	0
286140	9	26	7	33	33	21
286144	408	561	54	229	1059	524
286148	55	91	17	38	159	65
286149	2	0	5	2	8	1
286151	0	6	0	5	13	3
28616	0	0	0	0	2	0
28617	0	0	0	0	0	0
286178	1	5	1	1	7	4
286183	0	0	0	0	3	3
286186	3	3	1	1	6	2
286187	3	6	1	1	11	11
28619	0	0	0	0	0	0
2862	0	3	0	1	2	0
28620	1	0	0	0	3	0
286204	1	0	1	0	1	0
286205	107	66	11	35	173	59
286207	2	5	5	32	11	4
28622	0	0	0	0	0	0
286223	0	0	0	0	5	2
28623	0	0	0	0	0	0
286234	0	0	0	0	0	0
286238	0	0	0	0	0	0
28624	0	0	0	0	0	0
28625	0	0	0	0	0	0
286256	3	20	3	109	35	25
286257	17	23	21	100	80	31
28626	0	0	0	0	0	0
286262	12	6	38	40	13	17
28628	0	0	0	0	0	0
28629	0	0	0	0	0	0
286297	0	0	0	0	1	0
2863	5	10	25	53	13	10
286319	45	45	3	10	54	46
286333	2	0	0	0	2	1
286336	2	2	0	7	4	3
286343	121	165	117	356	314	203
286359	0	0	0	0	0	0
286362	0	0	0	1	0	0
286365	0	1	0	0	5	0
286367	14	17	2	9	33	22
28637	0	0	0	0	0	0
28638	4	5	26	61	37	7
286380	0	0	0	0	0	0
2864	4	9	6	46	20	6
28640	0	0	0	0	0	0
28641	0	0	0	0	1	0
286410	15	16	12	9	39	33
286411	1	3	1	1	5	3
28642	2	1	0	1	8	1
28643	0	1	0	0	11	5
286436	0	0	0	0	0	0
28644	0	0	0	0	0	0
286451	813	1527	319	1312	2765	1656
28646	0	0	0	0	0	0
286464	0	0	0	0	6	0
286467	4	2	0	5	9	5
28647	1	0	0	0	1	0
28648	0	0	0	0	0	0
286495	36	41	17	48	58	31
286499	14	19	2	5	28	14
2865	4	2	1	20	16	5
286514	0	2	0	0	5	0
28652	0	0	0	0	6	1
286527	75	110	4	67	152	123
28653	0	1	0	0	0	0
286530	0	0	0	0	0	0
28655	0	0	0	0	1	0
286554	6	1	0	4	21	8
286557	0	0	0	0	0	0
28656	0	0	0	1	1	0
28657	0	0	0	0	0	1
28658	0	0	0	0	0	0
28659	0	0	0	0	2	1
28660	0	0	0	0	1	0
28661	0	0	0	0	0	0
28662	0	2	0	0	7	2
28663	0	0	0	1	1	0
28664	0	0	0	0	0	0
28665	0	0	0	0	0	0
28666	0	0	0	0	0	0
28667	1	0	0	0	5	1
286676	7	15	13	55	34	9
28669	0	0	0	0	0	0
2867	18	82	31	90	147	70
28670	0	0	0	0	0	0
28671	0	1	0	0	1	0
28672	0	0	1	0	1	0
28673	0	1	0	0	1	1
28674	0	0	0	0	1	0
286749	0	0	0	0	1	0
286753	0	0	0	0	0	0
28676	2	0	0	0	0	0
28677	0	0	0	1	2	0
28678	2	0	0	0	7	0
28679	0	0	0	0	0	0
2868	11	11	3	7	15	11
28680	1	0	0	0	0	0
28682	0	0	0	0	0	0
286826	21	14	2	15	44	32
286827	423	303	56	253	637	296
286828	0	0	0	0	3	0
28683	0	0	0	0	1	0
28684	0	0	0	0	0	0
28685	0	0	0	0	0	0
28686	0	0	0	0	1	0
28688	0	0	1	0	2	0
286887	0	1	1	1	0	1
28689	0	0	0	0	0	0
2869	2	8	2	2	9	7
28690	0	1	0	0	0	0
28691	0	0	0	0	1	0
28692	0	0	0	0	3	0
28693	0	0	0	0	3	0
28694	0	0	0	0	0	0
28696	0	0	0	0	0	0
286967	1	2	0	8	7	4
28697	0	0	0	0	0	0
28698	0	0	0	0	0	0
28699	0	0	0	0	0	0
287	132	83	15	60	230	96
2870	16	33	28	116	39	34
28701	0	0	0	0	0	0
287015	0	0	0	0	1	0
28702	0	0	0	0	0	0
28703	0	0	0	0	0	0
28705	0	0	0	0	0	0
28706	0	0	0	0	0	0
28707	0	0	0	0	0	0
28708	0	0	0	0	0	0
28709	0	0	0	0	0	0
28710	0	0	0	0	1	0
28711	0	0	0	0	0	0
28712	0	0	0	0	0	0
28713	0	0	0	0	0	0
28714	0	0	0	0	2	0
28715	0	0	0	0	0	0
28716	0	0	0	0	0	0
28717	0	0	0	0	1	0
28718	0	0	0	0	0	0
28719	0	0	0	0	0	0
2872	356	297	301	667	331	236
28720	0	0	0	0	0	0
28721	0	0	0	0	0	0
28722	0	0	0	3	2	0
28723	0	0	0	0	0	0
28724	0	0	0	0	0	0
28725	0	0	0	0	0	0
28726	0	0	0	0	1	0
28727	0	0	0	0	0	0
28728	0	0	0	0	0	0
28729	0	0	0	0	0	0
2873	84	99	205	1008	323	142
28730	0	0	0	0	0	0
28731	0	0	0	0	0	0
28732	0	0	1	0	0	1
28733	0	0	0	1	0	0
28734	0	0	0	0	0	0
28735	0	0	0	0	0	0
28736	0	0	0	0	0	0
28737	0	0	0	0	0	0
28738	0	0	0	0	0	0
28739	0	0	0	0	0	0
2874	346	567	757	2143	1021	684
28740	0	0	0	0	0	0
28741	0	0	0	0	0	0
28742	0	0	0	0	1	0
28743	0	0	0	0	2	0
28744	0	0	0	0	0	0
28745	0	0	0	0	0	0
28746	0	0	0	0	0	0
28747	1	0	0	0	6	0
28748	0	0	0	0	0	0
28749	0	0	0	0	0	0
2875	0	2	1	0	1	1
28750	0	0	0	0	0	0
28751	0	0	0	0	0	0
28752	1	0	0	0	1	0
28753	0	0	0	0	0	0
28754	0	0	0	0	1	0
28755	6	21	5	29	40	30
2876	196	371	249	1184	775	464
2877	828	841	562	11907	1993	1259
28770	0	0	1	0	0	0
28772	0	0	0	0	0	0
28773	0	0	0	0	0	0
28774	0	0	0	0	1	0
28775	0	1	1	2	3	1
28776	0	0	0	1	0	0
28778	0	0	0	5	3	0
28779	0	0	0	0	0	0
2878	33180	48558	11512	87416	44379	45680
28780	0	0	0	0	0	0
28781	0	0	0	0	1	0
28783	0	0	0	0	0	0
28784	0	0	0	0	0	0
28785	0	0	0	0	0	0
28786	0	0	0	0	0	0
28787	0	0	0	0	0	0
2879	5766	6614	2753	18433	9299	7842
28791	0	0	0	0	0	0
28793	0	0	0	0	0	0
28795	0	0	0	0	0	0
28796	0	0	0	0	1	0
28797	0	0	0	0	1	0
28799	0	0	0	0	0	0
288	44	56	25	151	127	93
2880	0	0	0	0	0	0
28802	1	0	0	0	2	0
28803	0	0	0	0	0	0
